NAME,B19013_001E,B01003_001E,B01002_001E,B15003_022E,B15003_023E,B25003_001E,B25003_002E,B25077_001E,metropolitan statistical area/micropolitan statistical area,year
"Boise City, ID Metro Area",51024,651402,35.3,85868,29084,236303,160579,167800,14260,2015
"Boone, IA Micro Area",52985,26401,41.3,3109,806,10759,8114,119600,14340,2015
"Boone, NC Micro Area",37656,52240,29.5,6122,3172,19996,11570,231700,14380,2015
"Borger, TX Micro Area",49353,21858,37.3,1540,427,8297,6370,73500,14420,2015
"Boston-Cambridge-Newton, MA-NH Metro Area",75389,4694565,38.7,799540,446202,1776440,1089886,368900,14460,2015
"Boulder, CO Metro Area",70961,310032,35.8,63290,36473,122516,76163,368800,14500,2015
"Bowling Green, KY Metro Area",43295,164245,34.9,14600,6896,62996,39399,124600,14540,2015
"Bozeman, MT Micro Area",55553,95323,33.2,19137,6423,38292,23556,271500,14580,2015
"Bradford, PA Micro Area",43965,42884,42.4,3034,1567,17400,12832,76200,14620,2015
"Brainerd, MN Micro Area",48249,91567,44.9,9848,3421,39221,30231,175900,14660,2015
"Branson, MO Micro Area",39096,84930,45.4,7138,2583,34136,22911,133800,14700,2015
"Breckenridge, CO Micro Area",67983,28940,37.1,6939,2552,10143,6728,478800,14720,2015
"Bremerton-Silverdale, WA Metro Area",62941,255441,39.3,34065,13358,97739,65671,258700,14740,2015
"Brenham, TX Micro Area",51269,34236,42.0,3526,1004,11952,8820,152800,14780,2015
"Brevard, NC Micro Area",45114,32928,50.1,4265,2019,13667,10476,192000,14820,2015
"Bridgeport-Stamford-Norwalk, CT Metro Area",84233,939983,39.7,162883,93823,334320,228381,416000,14860,2015
"Brownwood, TX Micro Area",41962,37833,41.0,3341,868,13295,9399,90400,15220,2015
"Brunswick, GA Metro Area",44185,114202,40.9,10548,5095,44188,29079,132000,15260,2015
"Bucyrus, OH Micro Area",40795,42725,42.6,2515,996,17798,12208,86700,15340,2015
"Buffalo-Cheektowaga-Niagara Falls, NY Metro Area",50962,1135734,40.9,130375,79944,470653,311183,125000,15380,2015
"Burley, ID Micro Area",45287,43648,33.7,2873,784,14880,10765,119200,15420,2015
"Burlington, IA-IL Micro Area",44735,47250,43.1,4449,1311,19835,14771,96700,15460,2015
"Burlington, NC Metro Area",41814,155258,39.2,15318,5027,61545,40273,138100,15500,2015
"Burlington-South Burlington, VT Metro Area",63255,215081,37.7,36874,16089,85148,57434,253900,15540,2015
"Butte-Silver Bow, MT Micro Area",37749,34549,40.6,3917,1259,15144,9789,128100,15580,2015
"Cadillac, MI Micro Area",41403,47739,42.2,3482,1292,18539,14529,95700,15620,2015
"Calhoun, GA Micro Area",41612,55889,37.0,2971,1316,19539,12786,113000,15660,2015
"California-Lexington Park, MD Metro Area",86987,109614,36.3,12572,7640,38243,27650,297200,15680,2015
"Cambridge, MD Micro Area",47093,32534,43.8,2806,1349,13265,8698,187700,15700,2015
"Cambridge, OH Micro Area",40930,39626,42.2,2326,1032,15558,11363,95600,15740,2015
"Camden, AR Micro Area",32194,30289,43.1,2043,929,12677,8766,67000,15780,2015
"Campbellsville, KY Micro Area",33340,24993,39.2,1332,871,9715,6357,93700,15820,2015
"Cañon City, CO Micro Area",40423,46809,43.5,3364,1643,16342,11584,158500,15860,2015
"Canton, IL Micro Area",46083,36323,42.2,3031,887,14375,10818,81500,15900,2015
"Canton-Massillon, OH Metro Area",47132,403340,42.0,38528,15322,161357,112214,122100,15940,2015
"Cape Coral-Fort Myers, FL Metro Area",48537,663675,46.9,79162,32855,252287,174162,157400,15980,2015
"Cape Girardeau, MO-IL Metro Area",43034,97326,37.3,9935,4211,37192,24812,128700,16020,2015
"Carbondale-Marion, IL Metro Area",40071,126655,36.0,12481,6638,50186,31666,100500,16060,2015
"Carlsbad-Artesia, NM Micro Area",56618,55641,36.5,3871,2206,20638,15057,124800,16100,2015
"Carson City, NV Metro Area",47668,54482,42.6,4923,2109,21594,12104,186000,16180,2015
"Casper, WY Metro Area",56871,80011,36.0,7742,2849,32131,21409,185600,16220,2015
"Cedar City, UT Micro Area",43855,47139,28.1,4790,1911,15095,9597,165900,16260,2015
"Cedar Rapids, IA Metro Area",59032,263003,38.0,35619,11583,105643,78911,146000,16300,2015
"Cedartown, GA Micro Area",37853,41215,37.2,1837,1212,14694,9881,102600,16340,2015
"Celina, OH Micro Area",53099,40863,40.1,2684,1451,15919,12190,130200,16380,2015
"Centralia, IL Micro Area",42238,38665,41.7,2544,1094,15783,11777,68600,16460,2015
"Centralia, WA Micro Area",44100,75515,42.8,4888,2383,29515,19888,174000,16500,2015
"Chambersburg-Waynesboro, PA Metro Area",53916,152285,40.9,12602,5881,58570,42014,173400,16540,2015
"Champaign-Urbana, IL Metro Area",48323,236096,30.8,29601,16907,92183,53656,143900,16580,2015
"Charleston, WV Metro Area",44666,223922,42.7,21294,10169,95257,67289,98600,16620,2015
"Charleston-Mattoon, IL Micro Area",40512,63980,35.0,5305,2475,25373,16547,92000,16660,2015
"Charleston-North Charleston, SC Metro Area",53447,712232,36.0,100370,39918,268904,173999,189600,16700,2015
"Charlotte-Concord-Gastonia, NC-SC Metro Area",53076,2338792,36.9,341049,120873,871519,573214,166000,16740,2015
"Charlottesville, VA Metro Area",60240,225070,37.7,32084,18367,85549,55567,261300,16820,2015
"Chattanooga, TN-GA Metro Area",46968,541124,39.8,57390,22989,209412,141800,144700,16860,2015
"Cheyenne, WY Metro Area",60706,95431,36.7,11273,4380,37294,25632,190000,16940,2015
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",61828,9534008,36.5,1374338,634205,3448499,2229643,214400,16980,2015
"Brookhaven, MS Micro Area",36473,34765,37.7,2109,984,12993,9699,85300,15020,2015
"Brookings, OR Micro Area",40884,22338,54.6,2593,1046,10454,6841,218200,15060,2015
"Brookings, SD Micro Area",50082,33046,26.4,4738,1418,12325,7339,156000,15100,2015
"Brownsville-Harlingen, TX Metro Area",33266,417947,31.2,28347,7765,121097,80885,79300,15180,2015
"Chico, CA Metro Area",43444,222564,36.8,25062,7667,85318,50031,221700,17020,2015
"Chillicothe, OH Micro Area",43345,77334,40.6,5033,2332,28269,20275,110300,17060,2015
"Cincinnati, OH-KY-IN Metro Area",55501,2139466,37.5,278409,117541,822679,546346,153400,17140,2015
"Claremont-Lebanon, NH-VT Micro Area",54744,217555,44.4,29627,15086,89110,63681,199500,17200,2015
"Clarksburg, WV Micro Area",43728,94176,42.2,8565,3105,36908,27839,95200,17220,2015
"Clarksdale, MS Micro Area",28851,25254,33.5,1929,570,9360,4884,61900,17260,2015
"Clarksville, TN-KY Metro Area",46614,274389,30.3,24039,9657,97769,56295,137500,17300,2015
"Clearlake, CA Micro Area",35578,64158,45.5,4988,1659,26993,17014,164300,17340,2015
"Cleveland, MS Micro Area",27585,33803,34.7,2938,1195,12382,6920,85100,17380,2015
"Cleveland, TN Metro Area",41643,118749,40.0,9551,3985,45211,30377,141400,17420,2015
"Cleveland-Elyria, OH Metro Area",49925,2064483,41.1,254680,113677,847608,552981,138900,17460,2015
"Clewiston, FL Micro Area",36771,38363,33.8,1496,689,11345,7802,72400,17500,2015
"Clinton, IA Micro Area",50498,48365,42.1,4644,1436,20067,14780,110100,17540,2015
"Clovis, NM Micro Area",41084,50497,30.7,3827,2199,18162,10601,125600,17580,2015
"Coamo, PR Micro Area",18233,40293,37.7,4134,1224,13648,10535,93200,17620,2015
"Coco, PR Micro Area",15240,30114,36.5,2477,824,11027,9011,85500,17640,2015
"Coeur d'Alene, ID Metro Area",49403,145046,39.4,15458,4983,56421,39582,185700,17660,2015
"Coffeyville, KS Micro Area",41083,34184,39.4,2546,1071,13435,9339,70600,17700,2015
"Coldwater, MI Micro Area",44373,43706,40.6,2682,1023,16022,12234,95200,17740,2015
"College Station-Bryan, TX Metro Area",41067,239096,26.5,24085,11677,86324,42528,150000,17780,2015
"Colorado Springs, CO Metro Area",58414,678364,34.1,94193,47129,254868,161082,219300,17820,2015
"Columbia, MO Metro Area",49899,170770,30.1,26727,12615,66980,37482,169400,17860,2015
"Columbia, SC Metro Area",49793,792530,36.0,98397,44716,297977,199786,140600,17900,2015
"Columbus, GA-AL Metro Area",42456,312016,34.1,28231,11838,112225,61944,135700,17980,2015
"Columbus, IN Metro Area",55050,79488,38.1,9697,4936,30518,21588,136000,18020,2015
"Columbus, MS Micro Area",40239,59699,36.3,5546,2158,23270,14310,115700,18060,2015
"Columbus, NE Micro Area",56318,32642,38.0,2915,969,12707,9251,125200,18100,2015
"Columbus, OH Metro Area",55878,1972375,35.7,284327,112825,756520,465470,159100,18140,2015
"Concord, NH Micro Area",65983,147262,42.6,22168,9917,56705,40881,225200,18180,2015
"Connersville, IN Micro Area",39379,23773,42.2,1106,446,9336,6429,81900,18220,2015
"Cookeville, TN Micro Area",34841,107406,38.8,8915,3092,43145,28970,129800,18260,2015
"Coos Bay, OR Micro Area",38605,62775,48.1,5305,2128,25888,16831,170500,18300,2015
"Cordele, GA Micro Area",31615,23314,38.4,1363,572,8659,5108,98200,18380,2015
"Corinth, MS Micro Area",36163,37319,39.9,2597,979,14806,10175,84800,18420,2015
"Cornelia, GA Micro Area",40907,43527,38.8,2958,1505,14864,11128,131500,18460,2015
"Corning, NY Micro Area",47280,98665,42.0,7583,5508,41058,28756,91000,18500,2015
"Corpus Christi, TX Metro Area",50267,442422,35.7,35801,14305,159363,95035,111500,18580,2015
"Corsicana, TX Micro Area",41505,48118,38.2,3386,1128,17477,11624,81300,18620,2015
"Cortland, NY Micro Area",49514,49043,36.1,4082,2376,17935,11788,108200,18660,2015
"Corvallis, OR Metro Area",49802,86495,32.7,15099,7710,33840,19470,269700,18700,2015
"Coshocton, OH Micro Area",41701,36724,41.5,2150,783,14335,10672,96500,18740,2015
"Craig, CO Micro Area",51387,13117,37.1,957,299,4986,3486,175800,18780,2015
"Crawfordsville, IN Micro Area",48213,38172,40.2,2690,997,14637,10398,110600,18820,2015
"Crescent City, CA Micro Area",40847,27788,38.8,1831,660,9420,5704,183700,18860,2015
"Crestview-Fort Walton Beach-Destin, FL Metro Area",53246,251724,38.4,30827,13584,98374,64419,182800,18880,2015
"Crossville, TN Micro Area",38576,57455,49.7,4904,2090,24177,19014,139500,18900,2015
"Cullman, AL Micro Area",38971,80965,40.5,5092,2117,31287,23548,115200,18980,2015
"DeRidder, LA Micro Area",45969,36259,37.5,2554,751,13152,10050,104100,19760,2015
"Des Moines-West Des Moines, IA Metro Area",61844,601187,35.4,99518,28587,233390,162947,160100,19780,2015
"Detroit-Warren-Dearborn, MI Metro Area",52603,4296416,39.8,511019,253317,1662948,1148793,127500,19820,2015
"Cullowhee, NC Micro Area",38015,40812,36.8,4548,2008,15956,10786,171900,19000,2015
"Cumberland, MD-WV Metro Area",38140,101304,42.0,6368,3918,39589,25937,120200,19060,2015
"Dallas-Fort Worth-Arlington, TX Metro Area",59946,6833420,34.3,938895,357583,2407330,1448218,156500,19100,2015
"Dalton, GA Metro Area",39459,142857,35.6,7177,2869,48811,31866,111700,19140,2015
"Danville, IL Metro Area",42977,80368,40.0,5196,1878,31531,21751,75800,19180,2015
"Danville, KY Micro Area",38436,53886,40.7,3433,1996,20815,14424,109400,19220,2015
"Danville, VA Micro Area",38228,105244,44.2,7560,2973,44763,30134,101900,19260,2015
"Daphne-Fairhope-Foley, AL Metro Area",50254,195121,42.2,26388,9344,74104,52997,169300,19300,2015
"Davenport-Moline-Rock Island, IA-IL Metro Area",52316,383145,39.3,44118,18028,154877,109060,125700,19340,2015
"Dayton, OH Metro Area",47654,801472,39.4,86023,47667,328004,207758,122600,19380,2015
"Dayton, TN Micro Area",36146,32394,40.5,1701,805,12545,8564,106400,19420,2015
"Decatur, AL Metro Area",44403,153372,40.0,13586,4893,59772,43555,116300,19460,2015
"Decatur, IL Metro Area",47176,109193,40.6,11293,4332,44915,30995,94900,19500,2015
"Decatur, IN Micro Area",48188,34642,33.8,2061,884,12183,9548,116900,19540,2015
"Defiance, OH Micro Area",50663,38669,39.7,2866,1159,15279,11451,108900,19580,2015
"Del Rio, TX Micro Area",42174,48980,31.7,3742,904,14790,9590,92400,19620,2015
"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",42159,604502,46.8,63152,23618,237130,168828,138900,19660,2015
"Deming, NM Micro Area",27476,24789,39.0,1096,715,9044,6097,81900,19700,2015
"Denver-Aurora-Lakewood, CO Metro Area",65614,2703972,36.1,474363,195028,1042103,658882,267000,19740,2015
"Dickinson, ND Micro Area",72099,28628,35.0,3293,857,11379,7819,206200,19860,2015
"Dixon, IL Micro Area",52379,35027,42.2,2707,1260,13517,10011,113600,19940,2015
"Dodge City, KS Micro Area",50777,34714,30.9,2609,793,11205,6859,99500,19980,2015
"Dothan, AL Metro Area",40596,147601,40.4,12241,4825,56845,38800,108700,20020,2015
"Douglas, GA Micro Area",33965,43003,35.2,2363,970,14321,9553,83400,20060,2015
"Dover, DE Metro Area",54976,169509,37.0,15582,6956,60571,42185,200500,20100,2015
"Dublin, GA Micro Area",32594,57680,38.7,2803,1808,20939,13570,80400,20140,2015
"DuBois, PA Micro Area",42257,81343,43.9,5464,1776,31817,24555,87300,20180,2015
"Dubuque, IA Metro Area",54605,95906,38.8,11949,4603,37891,27445,149400,20220,2015
"Duluth, MN-WI Metro Area",48905,279748,40.9,33589,11176,116524,83305,141000,20260,2015
"Dumas, TX Micro Area",49802,22281,31.1,1219,281,6893,4650,93000,20300,2015
"Duncan, OK Micro Area",43781,44806,40.1,3897,937,17868,12567,98400,20340,2015
"Dunn, NC Micro Area",46353,124320,33.6,10169,4112,42672,28139,135400,20380,2015
"Durango, CO Micro Area",60278,53182,38.8,10148,3865,21513,14413,332700,20420,2015
"Durant, OK Micro Area",38847,44003,37.1,3911,1802,16632,10749,90100,20460,2015
"Durham-Chapel Hill, NC Metro Area",53295,534154,36.1,81451,45400,210161,125403,197600,20500,2015
"Dyersburg, TN Micro Area",42468,38054,40.3,2943,1417,14931,9603,98800,20540,2015
"Eagle Pass, TX Micro Area",33747,56548,29.9,2451,701,16030,11224,88700,20580,2015
"Easton, MD Micro Area",58228,37799,49.0,5136,2855,16231,11131,319500,20660,2015
"East Stroudsburg, PA Metro Area",57365,167881,41.8,16766,7221,57297,44899,174500,20700,2015
"Eau Claire, WI Metro Area",50611,164490,36.3,18471,6855,64766,42702,150600,20740,2015
"Edwards, CO Micro Area",72214,52576,35.6,12589,3050,17840,11974,419400,20780,2015
"Effingham, IL Micro Area",52224,34332,38.9,3408,1076,13330,10544,128200,20820,2015
"El Campo, TX Micro Area",45176,41264,37.3,2547,1030,14741,9980,102300,20900,2015
"El Centro, CA Metro Area",41079,178206,32.2,10599,3686,46452,25777,151600,20940,2015
"El Dorado, AR Micro Area",38678,40633,39.7,3481,993,16536,11724,74600,20980,2015
"Ellensburg, WA Micro Area",46458,42204,33.0,5695,1969,16953,9767,242900,21260,2015
"Elmira, NY Metro Area",50320,88267,40.9,7745,5185,35167,24286,100400,21300,2015
"El Paso, TX Metro Area",41578,834425,31.6,73110,24727,260580,160446,113600,21340,2015
"Emporia, KS Micro Area",40021,33462,32.5,3298,1248,13272,7929,93400,21380,2015
"Enid, OK Micro Area",48238,62192,36.2,5899,2208,23937,15938,96900,21420,2015
"Enterprise, AL Micro Area",46729,50884,38.8,5250,2279,19160,12960,142400,21460,2015
"Erie, PA Metro Area",45971,279858,38.8,31707,12584,109934,72273,118200,21500,2015
"Escanaba, MI Micro Area",42031,36712,46.4,3618,985,15685,12321,101900,21540,2015
"Española, NM Micro Area",36098,39949,40.1,2830,1201,13730,10661,155900,21580,2015
"Eugene, OR Metro Area",44103,357060,39.3,41452,18240,146235,85785,215300,21660,2015
"Eureka-Arcata-Fortuna, CA Micro Area",42197,135034,37.4,16774,5384,53036,29128,279300,21700,2015
"Evanston, WY Micro Area",56569,20930,34.6,1815,530,7502,5480,176700,21740,2015
"Evansville, IN-KY Metro Area",47583,314263,39.1,31897,13382,125940,85908,123400,21780,2015
"Fairbanks, AK Metro Area",71068,99705,30.4,11957,5080,35582,20677,218100,21820,2015
"Fairfield, IA Micro Area",42899,17318,42.5,2155,1390,6913,4598,101000,21840,2015
"Fairmont, WV Micro Area",43165,56790,41.1,5637,2121,22481,17218,99800,21900,2015
"Elizabeth City, NC Micro Area",46386,63677,40.0,5494,2033,23743,16505,167300,21020,2015
"Elizabethtown-Fort Knox, KY Metro Area",49458,150776,36.3,11309,7120,56278,36673,137600,21060,2015
"Elk City, OK Micro Area",48601,23300,34.7,1764,569,7535,4815,122400,21120,2015
"Elkhart-Goshen, IN Metro Area",47913,200685,35.2,15620,5828,70439,48955,124000,21140,2015
"Elkins, WV Micro Area",39457,29365,43.2,2245,1426,11563,8435,101200,21180,2015
"Elko, NV Micro Area",71462,53231,33.8,4121,1589,18463,12983,181000,21220,2015
"Fallon, NV Micro Area",47415,24252,38.9,1764,640,9475,5818,151000,21980,2015
"Fargo, ND-MN Metro Area",54590,223379,32.0,34231,9395,91450,51774,167700,22020,2015
"Faribault-Northfield, MN Micro Area",59598,64886,36.4,7163,2643,22532,16655,185200,22060,2015
"Farmington, MO Micro Area",39741,66010,38.9,3839,1972,24936,16545,103500,22100,2015
"Farmington, NM Metro Area",48671,125133,34.2,7150,3638,40643,29820,145400,22140,2015
"Fayetteville, NC Metro Area",43861,375678,31.2,35109,13579,139633,75727,131000,22180,2015
"Fayetteville-Springdale-Rogers, AR-MO Metro Area",49147,493095,33.6,55775,23298,182048,112726,146800,22220,2015
"Fergus Falls, MN Micro Area",52365,57511,46.7,7098,2092,24042,18873,164900,22260,2015
"Fernley, NV Micro Area",47255,51657,43.2,3996,1726,19524,13702,131700,22280,2015
"Findlay, OH Micro Area",50895,75428,39.2,8231,3866,31083,21951,127100,22300,2015
"Fitzgerald, GA Micro Area",29994,17477,38.6,811,332,6413,4101,80900,22340,2015
"Flagstaff, AZ Metro Area",50234,136701,30.8,15518,7682,46619,27868,219300,22380,2015
"Flint, MI Metro Area",42327,415874,39.6,33856,15505,165268,114823,88500,22420,2015
"Florence, SC Metro Area",40345,206252,38.9,18047,6990,78264,52231,109000,22500,2015
"Florence-Muscle Shoals, AL Metro Area",42381,147181,41.5,12348,6130,60816,42590,112300,22520,2015
"Fond du Lac, WI Metro Area",55473,101920,41.0,10393,3676,41069,29372,146100,22540,2015
"Forest City, NC Micro Area",35630,66865,43.3,4936,1879,26426,18870,106600,22580,2015
"Forrest City, AR Micro Area",32105,27345,37.5,1332,672,9430,5247,60800,22620,2015
"Fort Collins, CO Metro Area",59805,318227,35.5,56583,23790,125138,80264,263400,22660,2015
"Fort Dodge, IA Micro Area",42408,37295,39.7,3384,1010,15155,10257,85900,22700,2015
"Fort Leonard Wood, MO Micro Area",47931,53443,26.8,4499,2042,15435,7508,129800,22780,2015
"Fort Madison-Keokuk, IA-IL-MO Micro Area",44745,61026,44.0,5210,1384,25107,19119,84600,22800,2015
"Fort Morgan, CO Micro Area",48450,28359,36.4,1616,839,10421,6747,145500,22820,2015
"Fort Polk South, LA Micro Area",46312,52476,30.0,4247,1364,17842,9547,98000,22860,2015
"Fort Smith, AR-OK Metro Area",38589,280384,38.2,20607,6818,106944,72688,103000,22900,2015
"Fort Wayne, IN Metro Area",49901,424579,36.3,45714,18412,164519,116388,116000,23060,2015
"Frankfort, IN Micro Area",48478,32835,38.4,2233,887,11643,8434,98100,23140,2015
"Frankfort, KY Micro Area",50025,71539,40.5,7368,3657,29479,19742,137300,23180,2015
"Fredericksburg, TX Micro Area",54859,25398,50.6,4249,1304,10577,8095,238300,23240,2015
"Freeport, IL Micro Area",45331,46625,44.3,3777,1752,19299,13641,98900,23300,2015
"Fremont, NE Micro Area",49068,36725,39.4,3350,1023,15110,10059,114000,23340,2015
"Fremont, OH Micro Area",47209,60187,41.3,4000,1562,23626,17523,110100,23380,2015
"Fresno, CA Metro Area",45233,956749,31.4,74082,23344,296305,156474,194600,23420,2015
"Gadsden, AL Metro Area",39220,103766,40.8,7210,3026,39899,28472,100400,23460,2015
"Gaffney, SC Micro Area",35389,55863,38.8,3810,1302,20523,13941,86500,23500,2015
"Gainesville, FL Metro Area",42710,271210,31.3,33419,16639,102890,56454,159400,23540,2015
"Gainesville, GA Metro Area",51202,187916,35.6,17030,6733,61992,41434,159700,23580,2015
"Gainesville, TX Micro Area",52406,38761,39.6,3811,1254,14598,10151,122700,23620,2015
"Galesburg, IL Micro Area",39976,52112,42.1,4150,1743,21301,14218,80400,23660,2015
"Gallup, NM Micro Area",28772,73998,30.8,2897,1424,18449,13490,68300,23700,2015
"Garden City, KS Micro Area",49388,41085,30.6,2942,1105,13979,8861,114700,23780,2015
"Gardnerville Ranchos, NV Micro Area",58535,47259,49.4,5803,2223,19779,13735,272000,23820,2015
"Georgetown, SC Micro Area",42835,60572,47.5,6767,3068,23566,18106,159600,23860,2015
"Gettysburg, PA Metro Area",60356,101767,42.8,8832,4859,38193,29536,193100,23900,2015
"Gillette, WY Micro Area",80060,48013,32.7,4438,1070,17510,12651,212200,23940,2015
"Glasgow, KY Micro Area",37369,52910,41.1,3071,1749,20915,14493,100600,23980,2015
"Glenwood Springs, CO Micro Area",59875,74496,37.1,12933,4299,28192,18265,321800,24060,2015
"Gloversville, NY Micro Area",46969,54606,42.8,3388,2463,22281,15684,108200,24100,2015
"Goldsboro, NC Metro Area",40390,124355,36.7,10556,3271,47530,28479,110400,24140,2015
"Grand Forks, ND-MN Metro Area",50366,100526,32.0,11906,4201,41244,23457,153600,24220,2015
"Grand Island, NE Metro Area",50633,84015,37.5,7296,2293,31967,21279,116300,24260,2015
"Grand Junction, CO Metro Area",49322,147834,38.4,17560,6152,59215,40908,199000,24300,2015
"Grand Rapids-Wyoming, MI Metro Area",53780,1017877,35.5,131263,51242,375364,271395,141100,24340,2015
"Grants, NM Micro Area",34565,27382,36.2,1528,508,8533,6328,88200,24380,2015
"Grants Pass, OR Metro Area",37665,83409,47.9,6300,3058,34527,22919,215900,24420,2015
"Great Bend, KS Micro Area",44013,27399,39.3,2263,571,11306,7624,81200,24460,2015
"Great Falls, MT Metro Area",45205,82090,38.0,9601,3381,33784,21469,162100,24500,2015
"Greeley, CO Metro Area",60572,270948,33.9,30277,10638,94294,65424,210100,24540,2015
"Green Bay, WI Metro Area",53622,312676,38.2,38202,11488,124264,85931,156800,24580,2015
"Greeneville, TN Micro Area",35196,68576,43.7,4808,1920,28061,20059,109700,24620,2015
"Greenfield Town, MA Micro Area",55221,71144,45.1,9817,6732,30202,20834,220800,24640,2015
"Greensboro-High Point, NC Metro Area",43836,741433,38.4,91519,33243,291630,184429,140700,24660,2015
"Greensburg, IN Micro Area",49799,26240,39.5,1890,768,10074,7076,115100,24700,2015
"Greenville, MS Micro Area",29144,49499,36.2,3846,1391,18193,10010,73900,24740,2015
"Greenville, NC Metro Area",41119,173798,31.5,19593,7356,67502,35626,135300,24780,2015
"Greenville, OH Micro Area",44632,52356,41.8,2722,1492,20865,15053,109900,24820,2015
"Greenville-Anderson-Mauldin, SC Metro Area",45936,852631,38.4,96169,39315,323691,220754,140000,24860,2015
"Greenwood, MS Micro Area",26836,41854,35.7,2782,1128,14518,8680,73900,24900,2015
"Greenwood, SC Micro Area",36623,94768,40.1,8690,2893,36282,25008,99500,24940,2015
"Grenada, MS Micro Area",31779,21591,40.4,1419,697,7429,5456,92600,24980,2015
"Glens Falls, NY Metro Area",53946,127880,44.1,12355,7800,51025,36421,163900,24020,2015
"Hillsdale, MI Micro Area",41961,46178,42.0,2991,1349,17810,13759,98700,25880,2015
"Hilo, HI Micro Area",52108,191482,41.1,23082,8406,65048,43213,301700,25900,2015
"Hilton Head Island-Bluffton-Beaufort, SC Metro Area",53631,197969,41.8,29570,13909,75070,52635,253000,25940,2015
"Hinesville, GA Metro Area",43332,81015,28.2,5628,2029,27960,14098,120100,25980,2015
"Guayama, PR Metro Area",15114,81159,37.6,7347,1592,27896,20396,95000,25020,2015
"Gulfport-Biloxi-Pascagoula, MS Metro Area",44193,382571,36.9,32523,15053,144715,92124,130600,25060,2015
"Guymon, OK Micro Area",50242,21588,31.5,1947,279,7173,4454,92700,25100,2015
"Hagerstown-Martinsburg, MD-WV Metro Area",55798,257994,39.6,21990,10452,97058,65972,180100,25180,2015
"Hailey, ID Micro Area",53013,27621,41.4,4951,1464,10983,7334,303600,25200,2015
"Hammond, LA Metro Area",41302,125486,34.4,10660,3581,45483,30751,137500,25220,2015
"Hanford-Corcoran, CA Metro Area",46481,150998,31.4,8941,2157,41554,21363,169500,25260,2015
"Hannibal, MO Micro Area",42464,39083,40.9,3067,1195,15234,10504,106200,25300,2015
"Harrisburg-Carlisle, PA Metro Area",57365,558198,40.4,70161,30112,223658,151653,170700,25420,2015
"Harrison, AR Micro Area",38395,45279,42.6,2993,1318,18271,13439,104900,25460,2015
"Harrisonburg, VA Metro Area",48305,129173,33.0,12614,5958,46034,28375,197900,25500,2015
"Hartford-West Hartford-East Hartford, CT Metro Area",69869,1214056,40.5,173550,99282,466946,313532,245000,25540,2015
"Hastings, NE Micro Area",50635,31442,37.8,3037,1202,12670,8804,104300,25580,2015
"Hattiesburg, MS Metro Area",42062,147339,33.3,16478,6886,54240,33650,131800,25620,2015
